timestamp,headcount,is_festival,weather_factor,condition
2026-07-19T23:00:00+00:00,79,0,0.85,cloudy
2026-07-20T00:00:00+00:00,55,0,0.95,partly_cloudy
2026-07-20T01:00:00+00:00,88,0,0.95,partly_cloudy
2026-07-20T02:00:00+00:00,137,0,0.95,partly_cloudy
2026-07-20T03:00:00+00:00,182,0,0.95,partly_cloudy
2026-07-20T04:00:00+00:00,297,0,0.95,partly_cloudy
2026-07-20T05:00:00+00:00,484,0,0.95,partly_cloudy
2026-07-20T06:00:00+00:00,500,0,0.95,partly_cloudy
2026-07-20T07:00:00+00:00,500,0,0.95,partly_cloudy
2026-07-20T08:00:00+00:00,500,0,0.95,partly_cloudy
2026-07-20T09:00:00+00:00,481,0,0.95,partly_cloudy
2026-07-20T10:00:00+00:00,321,0,0.95,partly_cloudy
2026-07-20T11:00:00+00:00,208,0,0.95,partly_cloudy
2026-07-20T12:00:00+00:00,120,0,0.95,partly_cloudy
2026-07-20T13:00:00+00:00,87,0,0.95,partly_cloudy
2026-07-20T14:00:00+00:00,71,0,0.95,partly_cloudy
2026-07-20T15:00:00+00:00,128,0,0.95,partly_cloudy
2026-07-20T16:00:00+00:00,226,0,0.95,partly_cloudy
2026-07-20T17:00:00+00:00,396,0,0.95,partly_cloudy
2026-07-20T18:00:00+00:00,500,0,0.95,partly_cloudy
2026-07-20T19:00:00+00:00,500,0,0.95,partly_cloudy
2026-07-20T20:00:00+00:00,500,0,0.95,partly_cloudy
2026-07-20T21:00:00+00:00,413,0,0.95,partly_cloudy
2026-07-20T22:00:00+00:00,253,0,0.95,partly_cloudy
2026-07-20T23:00:00+00:00,128,0,0.95,partly_cloudy
2026-07-21T00:00:00+00:00,47,0,1.0,clear
2026-07-21T01:00:00+00:00,66,0,1.0,clear
2026-07-21T02:00:00+00:00,99,0,1.0,clear
2026-07-21T03:00:00+00:00,172,0,1.0,clear
2026-07-21T04:00:00+00:00,251,0,1.0,clear
2026-07-21T05:00:00+00:00,407,0,1.0,clear
2026-07-21T06:00:00+00:00,430,0,1.0,clear
2026-07-21T07:00:00+00:00,500,0,1.0,clear
2026-07-21T08:00:00+00:00,475,0,1.0,clear
2026-07-21T09:00:00+00:00,359,0,1.0,clear
2026-07-21T10:00:00+00:00,266,0,1.0,clear
2026-07-21T11:00:00+00:00,168,0,1.0,clear
2026-07-21T12:00:00+00:00,76,0,1.0,clear
2026-07-21T13:00:00+00:00,60,0,1.0,clear
2026-07-21T14:00:00+00:00,55,0,1.0,clear
2026-07-21T15:00:00+00:00,109,0,1.0,clear
2026-07-21T16:00:00+00:00,192,0,1.0,clear
2026-07-21T17:00:00+00:00,291,0,1.0,clear
2026-07-21T18:00:00+00:00,447,0,1.0,clear
2026-07-21T19:00:00+00:00,426,0,1.0,clear
2026-07-21T20:00:00+00:00,447,0,1.0,clear
2026-07-21T21:00:00+00:00,322,0,1.0,clear
2026-07-21T22:00:00+00:00,192,0,1.0,clear
2026-07-21T23:00:00+00:00,104,0,1.0,clear
